issue_id,title,contents,authorLogin,authorAssociation,createdAt,closed,closedAt,closedDuration_days,milestone,participants_count,comments_count,firstCommentCreatedAt,firstCommentDuration_days,firstCommentAuthor,firstCommentAuthorAssociation,num_unique_comment_author_MEMBER,num_unique_comment_author_CONTRIBUTOR,num_unique_comment_author_COLLABORATOR,num_unique_comment_author_NONE,labels,label_waiting,label_feature request,label_has pr,label_Protractor,label_Karma,label_npm,label_React,label_docs,label_has Tracker story,label_ready for work,label_duplicate,label_bug,label_1.3.x,label_gem,label_help needed
1483,beforeAll runs after IT statement in my jasmine test,"Issue
In my node.js integration testing project , i have a config file defined with certain parameters.
I need to read those values in my beforeAll but my describe, it statements are executed first then the beforeAll.
     ` var environment;

beforeAll( () => {
console.log(’Step1………..: ');
browser.getProcessedConfig().then((config) => {
    environment = config.environment ;
    console.log(‘Step2: ' + environment);
});

})
describe('*Executing TestSuite', function () {
console.log(‘Step3: ');
console.log(environment);

it('value1 should be not null’, (done) => {
// code to use environment
done();
}
});`
Expected Behavior
Step1
Step 2
Step 3
I want to use the value of environment before it block and inside it block . But at this moment i only see undefined value being refered by the code in it block.
Current Behavior
Step 3
undefined
Step 1
Step 2
Context
Integration Testing
Your Environment
Mac, Visual Studio Code
""jasmine-node"": ""^1.14.5"",
""jasmine-data-provider"": ""^2.2.0"",
""jasmine-expect"": ""^3.7.1"",
""jasmine-json-test-reporter"": ""^1.0.0-beta"",
""jasmine-reporters"": ""^2.2.0"",
""jasmine-screenshot-reporter"": ""0.0.6""
""protractor""",bitquality,NONE,2018-01-18 22:25:17+00:00,True,2018-01-19 18:29:40+00:00,0.84,,4,5,2018-01-19 01:30:49+00:00,0.13,slackersoft,MEMBER,1,0,0,3,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1484,Missing custom message with toEqual(..) Failure,"Expected Behavior
The custom messages appended to .toEqual(..) should be included in results / logs upon expectation failure. The below suite should emit both 'GOOD: ...' and 'BAD: ...' messages.
Current Behavior
The 'BAD: ...' custom messages associated with .toEqual(..) is not present. The message for that expectation only includes the results from diffBuilder.getMessage().  See this live here: https://codepen.io/AnmAtAnm/pen/PEVPBO
This stopped working around v2.6.0.
Possible Solution
I don't know whether this is the responsibility of wrapCompare(..) or .toEqual(..). wrapCompare(..) has a var message that is never sliced from the args array. Instead, it is assigned the matcher's results, which received the full args array.
Suite that reproduces the behavior (for bugs)
https://codepen.io/AnmAtAnm/pen/PEVPBO
describe(""Expect test's custom message"", function() {
  it(""toEqual example"", function() {
    expect(0).toEqual(1,
        'BAD: This message does not appear')
  });
  it(""toBeGreater example"", function() {
    expect(0).toBeGreaterThan(1,
        'GOOD: This message appears')
  });
});
Context
Unable to annotate my errors with meaningful logs.
Your Environment

Version used: 2.9.1
Environment name and version (e.g. Chrome 39, node.js 5.4): Chrome 63
Operating System and version (desktop or mobile): Mac dekstop",AnmAtAnm,NONE,2018-01-20 07:19:31+00:00,True,2018-02-27 01:12:08+00:00,37.74,,4,5,2018-01-20 08:36:02+00:00,0.05,AnmAtAnm,NONE,2,0,0,2,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1485,Confusing error message with toEqual(array) when array is too long.,"Expected Behavior
When testing expect(array).toEqual(shorterArray);, replace
Expected $[n] = 'extra array element' to equal undefined.

with
Unexpected $[n] = 'extra array element'

To remove the confusing (even though technically accurate) reference undefined.
Current Behavior
It outputs
Expected $[n] = ... to equal undefined.

which implies some $[n] was expected, when most likely the actual array was just longer than the expected.
Possible Solution
Unexpected $[n] = 'extra array element'

Suite that reproduces the behavior (for bugs)
https://codepen.io/AnmAtAnm/pen/ppGgjX
describe(""Expect a shorter array error message"", function() {
  it(""example .toEqual(shorterArray)"", function() {
    expect(['example']).toEqual([]);
  });
});
Context
Trying to grok the meaning of my errors quickly.
Your Environment

Version used: v2.9.1
Environment name and version (e.g. Chrome 39, node.js 5.4): Chrome 63
Operating System and version (desktop or mobile): Mac laptop",AnmAtAnm,NONE,2018-01-20 07:35:06+00:00,True,2018-03-10 15:42:47+00:00,49.34,,2,1,2018-02-16 01:49:27+00:00,26.76,slackersoft,MEMBER,1,0,0,0,['ready for work'],False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1486,Executing `beforeEach` outside `describe` block fails since 2.9.0,"Hi,
Context
Since version 2.9.0, any beforeEach / afterEach functions must be put inside a describe block. Even if it was not really documented, it has always been possible to define a beforeEach function outside any describe and it was executed before any tests in the entire test suite.
This was really useful to:

Execute some initialization code before any test, without declaring it in every describe block.
Declaring additional matcher that would become available in the entire test suite.
Etc.

For example, I used to mock clock using jasmine.clock().install() in a ""global"" beforeEach and uninstalling it in a global afterEach.
I think this change comes from: #1411.
Not sure if it was intended. If so: what do you suggest to have initialization code shared across all describe blocks?
Expected Behavior

Do not fail if a beforeEach function is defined outside any describe block.

Current Behavior

Having a beforeEach function outside any describe block fail with this error: Error: 'beforeEach' should only be used in 'describe' function.

My Environment

Version used: 2.9.0 / 2.9.1",mjeanroy,NONE,2018-01-20 13:53:28+00:00,True,2018-01-20 20:27:48+00:00,0.27,,5,7,2018-01-20 17:09:25+00:00,0.14,sgravrock,MEMBER,2,0,0,3,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1487,Why doesn't jasmine support using async function for describe method?,"When I am using an async function as the second argument of describe function, I got an error message about using AsyncFuntion. Is there some reasons I cannot use async function or it's just an issue with the type checking?",LvChengbin,NONE,2018-01-22 16:40:03+00:00,True,2018-03-01 18:53:20+00:00,38.09,,5,8,2018-01-24 01:17:20+00:00,1.36,slackersoft,MEMBER,1,0,0,4,['waiting'],True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1488,Jump to method in docs,"The new doc format is great, but since it's no longer a single long page, I can't use my browsers ""find"" to jump to the line I want.
It would be great to add some version of search to the docs. Or maybe just add a second level to the outline on the left side of the page.",KyleW,NONE,2018-01-23 22:15:57+00:00,False,,,,2,1,2018-01-31 00:02:35+00:00,7.07,slackersoft,MEMBER,1,0,0,0,"['docs', 'ready for work']",False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
1489,Marking a successful test as failed in case of exception,"I'm writing a test to check exception scenario
it('would not be started when the port is not accessible', function (done) {
        var server = require('.././lib/server');
        server.setup({ ""-d"" : path.join(__dirname, ""spec/test_assets""), ""-p"" : ""8""});
        server.on(""start"",function(){
            fail(""Not expected"");
            done();
        });
        server.on(""error"",function(err){
            expect(err.code).toBe('EACCES');
            done();
        });
        server.on(""request"",function(err){
            fail(""Not expected"");
            done();
        });
        server.start();
    });

I have confirmed that expect(err.code).toBe('EACCES'); is passed and done() is being called in above test.

Expected Behavior
So It should mark the test successful.
Current Behavior
But It is marking it failed and printing the error on console.
1) server would not be started when the port is not accessible
  Message:
    Error: EACCES: Permission denied for use of port 8
  Stack:
    Error: EACCES: Permission denied for use of port 8
        at networkErrHandler (/home/amit/git/stubmatic/lib/server.js:100:8)
        at Server.server.on.err (/home/amit/git/stubmatic/lib/server.js:73:3)
        at emitOne (events.js:115:13)
        at Server.emit (events.js:210:7)
        at emitErrorNT (net.js:1325:8)
        at _combinedTickCallback (internal/process/next_tick.js:102:11)
        at process._tickCallback (internal/process/next_tick.js:161:9)
        at Function.Module.runMain (module.js:607:11)
        at startup (bootstrap_node.js:158:16)
        at bootstrap_node.js:575:3


Hence I have changed the test in following way.
it('would not be started when the port is not accessible', function () {
        var server = require('.././lib/server');
        server.setup({ ""-d"" : path.join(__dirname, ""spec/test_assets""), ""-p"" : ""8""});
        expect(function(){
            server.start();
        }).toThrow(""EACCES: Permission denied for use of port 8"");
    });

But now it fails saying no exception is thrown.
Your Environment


Version used: 2.9.0
Environment name and version (e.g. Chrome 39, node.js 5.4): node.js 8.0
Operating System and version (desktop or mobile): ubuntu 17.10
Link to your project: https://github.com/NaturalIntelligence/Stubmatic",amitguptagwl,NONE,2018-01-30 05:26:49+00:00,True,2018-01-31 02:20:38+00:00,0.87,,2,2,2018-01-30 23:56:56+00:00,0.77,slackersoft,MEMBER,1,0,0,1,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1490,Unable to query input element in Shadow DOM of Polymer 2 component inside Angular page,"Hi,
I am working with some Polymer 2 components which implement ShadowDOM v1 spec and I need to select elements (e.g. input) inside their shadowRoots to run unit tests and few integration tests using Jasmine.
Expected Behavior
W should be able to access Shadow DOM elements using Jasmine selectors.
var allInputs =  fixture.debugElement.queryAll(By.css('input'));

Current Behavior
Unable to access inside of Shadow DOM from unit test. We should have query selectors to query shadow DOM elements.
Suite that reproduces the behavior (for bugs)
describe('AppComponent', () => {
  let component: AppComponent;
  let fixture: ComponentFixture<AppComponent>;
  beforeEach(async(() => {
    TestBed.configureTestingModule({
      declarations: [
        AppComponent
      ],
      imports: [
        FormsModule
      ],
      schemas: [CUSTOM_ELEMENTS_SCHEMA]
    }).compileComponents();
    fixture = TestBed.createComponent(AppComponent);
    component = fixture.componentInstance;
  }));
  it('should have default value set for first name and last name', () => {
    fixture.detectChanges();
    var allInputs =  fixture.debugElement.queryAll(By.css('input'));
    var firstNameInput = allInputs[0].nativeElement;
    var lastNameInput = allInputs[1].nativeElement;
    expect(firstNameInput.value).toBe('');
    expect(lastNameInput.value).toBe('');
  });
});
What is the best way I can test the Polymer Web Components inside Angular page?
Or whether we have a mechanism to mock web components while unit testing Angular component?
My environment:
Angular CLI: 1.6.4
Node: 6.10.0
Angular: 5.2.0
""devDependencies"": {
""karma-jasmine"": ""^0.3.6"",
""jasmine"": ""^2.4.1"",
""jasmine-core"": ""^2.2.0""
}",msbasanth,NONE,2018-01-31 07:37:37+00:00,True,2018-02-01 03:19:58+00:00,0.82,,2,2,2018-01-31 17:48:10+00:00,0.42,slackersoft,MEMBER,1,0,0,1,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1491,Frequently I get this error when I run test using protractor,"This issue occurs frequently but randomly, sometimes the test passes.
[16:05:16] I/update - chromedriver: file exists \c\someproject\node_modules\protractor\node_modules\webdriver-manager\selenium\chromedriver_2.35.zip
[16:05:16] I/update - chromedriver: unzipping chromedriver_2.35.zip
[16:05:16] I/update - chromedriver: chromedriver_2.35.exe up to date
[16:05:16] I/launcher - Running 1 instances of WebDriver
[16:05:16] I/direct - Using ChromeDriver directly...

DevTools listening on ws://127.0.0.1:12270/devtools/browser/39dae962-b401-4bd0-a9e0-5d79c4886a3a
Jasmine started
Mock Server started
\c\someproject\node_modules\jasmine\node_modules\jasmine-core\lib\jasmine-core\jasmine.js:5277
    return children && children[0].result.status;
                                  ^

TypeError: Cannot read property 'result' of undefined
    at isAfterAll (\c\someproject\node_modules\jasmine\node_modules\jasmine-core\lib\jasmine-core\jasmine.js:5277:35)
    at Suite.onException (\c\someproject\node_modules\jasmine\node_modules\jasmine-core\lib\jasmine-core\jasmine.js:5240:8)
    at Suite.onException (\c\someproject\node_modules\jasmine\node_modules\jasmine-core\lib\jasmine-core\jasmine.js:5252:27)
    at Suite.onException (\c\someproject\node_modules\jasmine\node_modules\jasmine-core\lib\jasmine-core\jasmine.js:5252:27)
    at QueueRunner.onException (\c\someproject\node_modules\jasmine\node_modules\jasmine-core\lib\jasmine-core\jasmine.js:5490:34)
    at onException (\c\someproject\node_modules\jasmine\node_modules\jasmine-core\lib\jasmine-core\jasmine.js:4461:14)
    at handleError (\c\someproject\node_modules\jasmine\node_modules\jasmine-core\lib\jasmine-core\jasmine.js:4394:11)
    at process.onerror (\c\someproject\node_modules\jasmine\node_modules\jasmine-core\lib\jasmine-core\jasmine.js:2455:17)
    at emitOne (events.js:115:13)
    at process.emit (events.js:210:7)
    at process.emit (\c\someproject\node_modules\source-map-support\source-map-support.js:439:21)
    at process._fatalException (bootstrap_node.js:329:26)
npm ERR! code ELIFECYCLE
npm ERR! errno 7
npm ERR! someproject@0.0.0 e2e: `node ./.npm-scripts/serve.js && ng e2e --port 4200`
npm ERR! Exit status 7
npm ERR!
npm ERR! Failed at the someproject@0.0.0 e2e script.
npm ERR! This is probably not a problem with npm. There is likely additional logging output above.

npm ERR! A complete log of this run can be found in:
npm ERR!     \c\Users\FOOBAR\AppData\Roaming\npm-cache\_logs\2018-02-01T10_35_23_646Z-debug.log

Error is thrown due to a missing null check for the first element of children array
function isAfterAll(children) {
    return children && children[0].result.status;
 }

Path: node_modules\jasmine\node_modules\jasmine-core\lib\jasmine-core\jasmine.js
Line: 5277
Context
Your Environment

Version 64.0.3282.119 (Official Build) (64-bit)
Windows 10 Pro
npm@5.1.0
node@v8.1.4
jasmine-core@2.9.1",mehdhi,NONE,2018-02-02 06:15:12+00:00,True,2018-02-22 10:15:52+00:00,20.17,,2,2,2018-02-07 19:57:01+00:00,5.57,slackersoft,MEMBER,1,0,0,1,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1492,Following Error shown When I Execute the test cases parallely with concurrently package Error: timeout - async callback was not invoked within timeout specified by jasmine.default_timeout_interval.,"Hai,
I'm new to TDD. Currently we have 3000 more test cases in our project.  If we run the coverage, these 3000 cases were executed parallell with npm-concurrently  package. I have configured my test cases folder structure into 10 subFolders.  For Example, Consider, Two Main Folders A and B is here.  Folder A has 5 subFolders and Folder B had  5 Sub Folders. Each SubFolders has minimum 5 count of spec files. I had configured separate karma configuration file for each subFolders and configured the separate gulp tasks for each sub folders too. We are using Chrome Headless Browser to run the test cases. The Sample Karma Configuration file is given below for your reference,
    `module.exports = function (config) {
     config.set({
    browsers: ['Chrome', 'IE', 'Firefox', 'ChromeHeadless'],
    frameworks: ['jquery-1.10.2', 'jasmine-jquery', 'jasmine'],
     files: [   
            'js/src/**/**/*.css',
           'js/src/assets/scripts/jquery-1.10.2.min.js',
           'js/src/assets/scripts/jquery.easing.1.3.min.js',
           'js/src/**/**/*.js',
           {
             pattern: 'js/**/**/Index.html',
             watched: true,
             served: true,
             included: false
           }
          ],
         concurrency: Infinity,
         browserDisconnectTolerance: 3,
         browserNoActivityTimeout: 1000000,
         browserDisconnectTimeout: 1000000,
         captureTimeout: 1000000,
         retryLimit: 5,
       htmlDetailed: {
               splitResults: false,
              dir: 'reoports/nunit/one',
              fileName: 'TestResult.html',
              autoReload: false
        },
       coverageReporter: {
           type: ""html"",
               check: {
                 each: {
                statements: 0,
                branches: 0,
                functions: 0,
                lines: 0
             }
          }
         }
    });
  }; `

Sample Gulp Configuration file is give below,
     `gulp.task('one', function (done) {
        return new Server({
           configFile: __dirname + '/karma.conf.one.js',
           action: 'run',
           singleRun: true,
           preprocessors: {
        'js/src/**/**/*.js': ['coverage'] 
           },
          reporters: ['progress', 'htmlDetailed', 'coverage'],
          coverageReporter: {
          dir: './reports',
          subdir: ""reporters/new"",
          reporters: [
             { type: 'json', file: ""one.json"" }
          ]
       },
      customLaunchers: {
        MyHeadlessChrome_Desktop: {
            base: 'ChromeHeadless',
            flags: ['--disable-translate', '--disable-extensions', '--remote-debugging-port=9223', ""--
            headless"", ""--disable-gpu"", ""--window-size=1228,1000""],
          },
        },
       browsers: ['MyHeadlessChrome']
      }, done).start();
   });
   `

My Package.JSON File is given below for your reference:-
    `{
     ""name"": ""gulp-karma"",
     ""version"": ""1.0.0"",
      ""description"": """",
      ""scripts"": {
      ""test"": ""gulp test"",
      ""ci"": ""gulp ci"",
      ""coverage"": ""concurrently \""gulp one\"" \""gulp two\"" \""gulp three\"" \""gulp four\"" \""gulp five\"" 
       \""gulp six\"" \""gulp seven\"" \""gulp eight\"" \""gulp nine\"" \""gulp ten\"""",
      ""lint"": ""gulp runeslint""
     },
  ""devDependencies"": {
   ""concurrently"": ""^3.5.1"",
    ""eslint-html-reporter"": ""^0.5.2"",
    ""ghooks"": ""^2.0.0"",
    ""gulp"": ""^3.9.1"",
    ""gulp-csslint"": ""^1.0.0"",
    ""gulp-eslint"": ""^2.0.0"",
    ""gulp-jasmine"": ""^3.0.0"",
    ""gulp-lesshint"": ""^4.0.0"",
    ""gulp-shell"": ""^0.6.5"",
    ""istanbul-combine"": ""^0.3.0"",
    ""jasmine"": ""^2.9.0"",
    ""jasmine-core"": ""^2.9.1"",
    ""jasmine-jquery"": ""^2.1.1"",
   ""jquery-1x"": ""^1.12.1"",
   ""karma"": ""^2.0.0"",
   ""karma-chrome-launcher"": ""^2.2.0"",
   ""karma-coverage"": ""^1.1.1"",
   ""karma-firefox-launcher"": ""^1.0.1"",
  ""karma-html-detailed-reporter"": ""^1.1.21"",
   ""karma-ie-launcher"": ""^1.0.0"",
   ""karma-jasmine"": ""^1.1.1"",
   ""karma-jasmine-jquery-2"": ""^0.1.1"",
   ""karma-jquery"": ""^0.2.2"",
   ""karma-safari-launcher"": ""^1.0.0"",
   ""clean-dir"": ""^1.0.3""
   },
 `

My Sample Test Case is given below for your reference
   `describe(""Checking AsynC Call"", function () {
    var originalTimeout;
     beforeEach(function (done) {
     originalTimeout = jasmine.DEFAULT_TIMEOUT_INTERVAL;
     jasmine.DEFAULT_TIMEOUT_INTERVAL = 30000;
     });
    it(""Ensure element a is visible"", function 
    (done) {
                  var num = document.find("".number"");
		num.trigger('click');
		setTimeout(function(){
		expect(document.find(""a"").is("":visible"")).toBeTruthy();
		done();
		},1000);
       });
    it(""Ensure element b is visible"", function 
    (done) {
                  var num = document.find("".num"");
		num.trigger('click');
		setTimeout(function(){
		expect(document.find(""b"").is("":visible"")).toBeTruthy();
		done();
		},5000);
       });

       afterEach(function (done) {
        jasmine.DEFAULT_TIMEOUT_INTERVAL = originalTimeout;
        done();
      });
    });`

If i set the jasmine.DEFAULT_TIMEOUT_INTERVAL value into Math.pow(2, 31) - 1 value also, This ""Error-Async callback was not invoked within the jasmine.DEFAULT_TIMEOUT_INTERVAL"" exception was shown?
Can anybody tell me the solution for above issue?
And Tell me, what is the maximum timeout interval, we can set in **jasmine.DEFAULT_TIMEOUT_INTERVAL"" in this settings?
Regards,
Thiru",thirusabari,NONE,2018-02-05 12:16:08+00:00,True,2018-08-16 00:41:44+00:00,191.52,,4,7,2018-02-07 17:49:30+00:00,2.23,slackersoft,MEMBER,1,0,0,3,['waiting'],True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1493,"Jasmine Timeout error in  jasmineBoot,js file ","Uncaught TypeError: Cannot assign to read only property 'setTimeout' of object '[object Object]'
throws at  jasmine boot.js file
the line is 107:21
window.clearTimeout = window.clearTimeout;",Artirobo,NONE,2018-02-06 15:20:03+00:00,True,2018-02-08 18:16:02+00:00,2.12,,2,3,2018-02-07 17:44:51+00:00,1.1,slackersoft,MEMBER,1,0,0,1,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1494,global beforeEach throws error,"Expected Behavior
Should be called before each test
Current Behavior
throws the error 'beforeEach' should only be used in 'describe' function
Possible Solution
could test for currentSpec instead of currentRunnable() in ensureIsNotNested

  
    
      jasmine/src/core/Env.js
    
    
        Lines 472 to 477
      in
      3d8e379
    
    
    
    

        
          
           function ensureIsNotNested(method) { 
        

        
          
             var runnable = currentRunnable(); 
        

        
          
             if (runnable !== null && runnable !== undefined) { 
        

        
          
               throw new Error('\'' + method + '\' should only be used in \'describe\' function'); 
        

        
          
             } 
        

        
          
           } 
        
    
  


change to:
    function ensureIsNotNested(method) {
      if (currentSpec !== null && currentSpec !== undefined) {
        throw new Error('\'' + method + '\' should only be used in \'describe\' function');
      }
    }
Suite that reproduces the behavior (for bugs)

beforeEach(function() {});
describe(""sample"", function() {
  it(""test"", function() {});
});
Context
This limits the ability to add a beforeEach for all tests when tests are in multiple files.
Your Environment
Jasmine 3.0.0
Node 9.4.0",UziTech,CONTRIBUTOR,2018-02-07 06:44:59+00:00,True,2018-02-07 14:58:25+00:00,0.34,,1,1,2018-02-07 14:58:25+00:00,0.34,UziTech,CONTRIBUTOR,0,1,0,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1495,You need to include some adapter that implements __karma__.start method,"I'm coming here since I received a PR to update jasmine: julmot/mark.js#196
Since this update, only in IE9 it throws an error:
You need to include some adapter that implements __karma__.start method

https://travis-ci.org/julmot/mark.js/builds/338176986#L3394
What's causing the issue? Is it a bug of jasmine when used in combination with Karma or an issue with the environment of mark.js?

Your Environment


Version used: 3.0.0
Environment name and version (e.g. Chrome 39, node.js 5.4): IE9
Operating System and version (desktop or mobile): Windows 7
Link to your project: https://github.com/julmot/mark.js",julmot,NONE,2018-02-07 09:27:01+00:00,True,2018-02-07 17:34:25+00:00,0.34,,2,2,2018-02-07 17:22:31+00:00,0.33,slackersoft,MEMBER,1,0,0,1,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1496,Jasmine 3.0.0 breaks Angular 5.2 tests,"Expected Behavior
Tests work with Jasmine 2.9.1
Current Behavior
With Jasmine 3.0.0, all tests fail with this error:
TypeError: Cannot read property 'run' of null
  at <Jasmine>
  at UserContext.<anonymous> home/bobn/Projects/app/node_modules/zone.js/dist/jasmine-patch.js:106:1)
  at <Jasmine>
  at ZoneDelegate.webpackJsonp.../../../../zone.js/dist/zone.js.ZoneDelegate.invokeTask home/bobn/Projects/app/node_modules/zone.js/dist/zone.js:421:1)
  at Zone.webpackJsonp.../../../../zone.js/dist/zone.js.Zone.runTask home/bobn/Projects/app/node_modules/zone.js/dist/zone.js:188:1)
  at drainMicroTaskQueue home/bobn/Projects/app/node_modules/zone.js/dist/zone.js:595:1)
  at <Jasmine>

Same behavior using Angular 5.2.3 and 5.2.4.
It seems as though jasmine-patch.js is no longer compatible with Jasmine 3.0.0.
Your Environment
Ubuntu 16.04
Chrome 64.0.3282 (Linux)
ng -v

Angular CLI: 1.6.7
Node: 8.8.1
OS: linux x64
Angular: 5.2.4
... animations, common, compiler, compiler-cli, core, forms
... http, language-service, platform-browser
... platform-browser-dynamic, router
@angular/cli: 1.6.7
@angular-devkit/build-optimizer: 0.0.42
@angular-devkit/core: 0.0.29
@angular-devkit/schematics: 0.0.52
@ngtools/json-schema: 1.1.0
@ngtools/webpack: 1.9.7
@schematics/angular: 0.1.17
typescript: 2.7.1
webpack: 3.10.0",rnadler,NONE,2018-02-07 20:05:29+00:00,True,2018-02-08 17:52:52+00:00,0.91,,4,5,2018-02-07 20:19:13+00:00,0.01,slackersoft,MEMBER,1,0,0,2,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1497,v2.99 catchExceptions deprecation warning is unavoidable,"Are you creating an issue in the correct repository?
yes
Expected Behavior
If I am not expliclty using catchExceptions, I should not see the deprecation warning
Current Behavior
I see the deprecation warning even though I am not using catchExceptions explicitly
Possible Solution
The catchExceptions function is called uncondtionally from here, and if the query parameter is not provided, defaults the value to true.
It seems like the value should default to false, and that the warning in the catchExceptions function should only be displayed if the value is truthy. If the catchExceptions function needs to be enabled by default and that a change to that would be breaking, that's fine, but it seems like odd that the deprecation warning would show up if you didn't opt in to the feature. Because you have to explicitly opt out of something you never opted in to to get rid of the warning.
Context
I am just running jasmine in a browser and would like to get rid of the deprecation warning.
Your Environment


Version used: 2.99
Environment name and version (e.g. Chrome 39, node.js 5.4): Chrome 64 node 8.9
Operating System and version (desktop or mobile): OS X High Sierra",bdwain,NONE,2018-02-07 21:12:34+00:00,True,2018-02-09 17:32:34+00:00,1.85,,2,2,2018-02-07 22:50:04+00:00,0.07,slackersoft,MEMBER,1,0,0,1,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1500,Unresolved merge conflict,"jasmine/lib/jasmine-core/jasmine.css
    
    
         Line 36
      in
      1acbd1e
    
    
    
    

        
          
           <<<<<<< HEAD",aptx4869,CONTRIBUTOR,2018-02-08 07:07:19+00:00,True,2018-02-08 18:23:10+00:00,0.47,,1,0,,,,,0,0,0,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1502,Unable to bundle jasmine-core v2.99.1,"Are you creating an issue in the correct repository?
yes?
Expected Behavior
I should be able to run bundle install when Jasmine is in my gemfile.
Current Behavior
I'm seeing the following error that did not happen with v2.99.0:
Installing jasmine-core 2.99.1 (was 2.99.0)
Errno::EEXIST: File exists @ dir_s_mkdir - /Users/cameron/.rbenv/versions/2.5.0/lib/ruby/gems/2.5.0/gems/jasmine-core-2.99.1/lib/jasmine-core/spec
An error occurred while installing jasmine-core (2.99.1), and Bundler cannot continue.
Make sure that `gem install jasmine-core -v '2.99.1'` succeeds before bundling.

Possible Solution
Is jasmine-core or jasmine-gem trying to create a directory that already exists?
Suite that reproduces the behavior (for bugs)
This fails for me:
require 'bundler/inline'

gemfile(true) do
  source 'http://rubygems.org'
  gem 'jasmine', '~> 2.3.0'
end
Your Environment

Ruby 2.5.0
Bundler 1.16.1",camertron,NONE,2018-02-09 01:27:33+00:00,True,2018-02-09 17:36:47+00:00,0.67,,5,5,2018-02-09 11:23:33+00:00,0.41,mykhi,NONE,1,0,0,4,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1503,Error when trying to use the 'toHaveClass' matcher,"Are you creating an issue in the correct repository?
Yes

Expected Behavior
expect(el).toHaveClass('bar'); should return true or false.
Current Behavior
expect(el).toHaveClass('bar'); returns the following error:
TypeError: expect(...).toHaveClass is not a function
	    at <Jasmine>
	    at UserContext.<anonymous> (spec/directives/spec.alerts.js:30:20)
	    at <Jasmine>
Suite that reproduces the behavior (for bugs)
it('should check the element class', function () {
    var el = document.createElement('div');
    el.className = 'foo bar baz';
    expect(el).toHaveClass('bar');
});
Context


I'm trying to run some tests for a directive and wanted to use the new matcher that has become available in Jasmine 3.0.0.  The first attempt at using the matcher, caused the issue above.
I am using Karma (1.7.1) as a test runner.
Your Environment


Version used: 3.0.0
Environment name and version: Chrome 62.0.3202, node.js 8.5.0
Operating System and version (desktop or mobile): Desktop
App: AngularJS 1.5.11",emaduka-debanke,NONE,2018-02-09 12:00:04+00:00,True,2018-02-14 01:10:52+00:00,4.55,,2,2,2018-02-10 19:57:02+00:00,1.33,sgravrock,MEMBER,1,0,0,1,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1504,Error in the Version for NPM for jasmine-core,"I  believe there's been an error in the versioning for jamine-core. As I was checking for updates in an angular app, I noticed the version jumped from 2.9.1  →  2.99.1 and that looks like a mistake:

Is this an error?",seanwestfall,NONE,2018-02-09 23:44:04+00:00,True,2018-02-09 23:50:39+00:00,0.0,,2,1,2018-02-09 23:50:39+00:00,0.0,slackersoft,MEMBER,1,0,0,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1506,Node.js gives exit code 4 when jasmine encounters an exception in the test file,"Consider this javascript file
var Jasmine = require('jasmine');
var jasmine = new Jasmine();


try {
    jasmine.execute(""./simple_test.js"");
}
catch (e) {
    process.exit(1);
}
And this jasmine test file
throw new Error(""error"");

describe(""simple suite"", function () {

    it(""simple test"", function () {
        var result = """";
        expect(result).toBe(""1"");
    });
    
});
On running the command node main.js and checking the exit code using echo $? I constantly get exit code 4 instead of exit code 1.",karanjitsingh,NONE,2018-02-14 16:26:47+00:00,True,2018-02-15 10:02:12+00:00,0.73,,1,1,2018-02-15 10:02:12+00:00,0.73,karanjitsingh,NONE,0,0,0,1,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
